,Marital status,Application mode,Application order,Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Units 1 credited,Units 1 enrolled,Units 1 evaluations,Units 1 approved,Units 1 grade,Units 1 non_eval,Units 2 credited,Units 2 enrolled,Units 2 evaluations,Units 2 approved,Units 2 grade,Units 2 non_eval,Target
916,2,12,0.1111111111111111,17,1,19,24,12,12,1,0,1,0,0,0.20754716981132076,0.0,0.19230769230769232,0.22222222222222224,0.0,0.0,0.0,0.0,0.21739130434782608,0.15151515151515152,0.0,0.0,0.0,1
917,2,12,0.1111111111111111,3,7,22,27,9,11,1,0,1,0,0,0.3773584905660377,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,1
918,2,15,0.1111111111111111,4,14,22,28,10,5,0,0,1,0,0,0.490566037735849,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.7505518763796909,0.0,0.0,0.2608695652173913,0.2727272727272727,0.30000000000000004,0.8076923076923076,0.0,0
919,6,12,0.1111111111111111,3,1,22,1,10,8,0,0,1,0,1,0.45283018867924524,0.0,0.23076923076923078,0.22222222222222224,0.19230769230769232,0.6799116997792495,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.6641025641025641,0.0,0
920,4,12,0.1111111111111111,3,12,22,27,10,4,0,0,1,0,1,0.22641509433962265,0.0,0.23076923076923078,0.24444444444444446,0.15384615384615385,0.6225165562913907,0.0,0.0,0.2608695652173913,0.2727272727272727,0.25,0.5599999999999999,0.0,0
921,1,12,0.1111111111111111,3,1,22,27,10,10,0,0,1,0,1,0.33962264150943394,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.5739514348785872,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6192307692307691,0.0,0
922,1,8,0.6666666666666666,10,1,1,3,5,3,1,0,1,0,0,0.018867924528301883,0.0,0.23076923076923078,0.17777777777777778,0.15384615384615385,0.6225165562913907,0.0,0.0,0.2608695652173913,0.24242424242424243,0.2,0.6596153846153846,0.0,1
923,1,12,0.1111111111111111,12,12,22,27,10,7,0,0,0,0,1,0.4150943396226415,0.0,0.2692307692307693,0.3111111111111111,0.11538461538461539,0.609271523178808,0.0,0.0,0.30434782608695654,0.2727272727272727,0.1,0.5653846153846154,0.0,1
924,4,12,0.1111111111111111,17,1,22,27,10,10,0,0,1,0,0,0.3773584905660377,0.0,0.19230769230769232,0.3111111111111111,0.07692307692307693,0.5298013245033113,0.0,0.0,0.21739130434782608,0.21212121212121213,0.15000000000000002,0.6102564102564102,0.0,0
925,1,12,0.1111111111111111,12,1,22,27,10,8,1,0,1,0,1,0.169811320754717,0.0,0.2692307692307693,0.15555555555555556,0.23076923076923078,0.7258278145695364,0.0,0.0,0.30434782608695654,0.21212121212121213,0.30000000000000004,0.7376923076923076,0.0,0
926,1,4,0.1111111111111111,6,3,13,4,5,12,1,0,1,0,0,0.2830188679245283,0.0,0.19230769230769232,0.17777777777777778,0.038461538461538464,0.7417218543046358,0.16666666666666666,0.0,0.21739130434782608,0.36363636363636365,0.0,0.0,0.3333333333333333,1
927,2,12,0.1111111111111111,3,1,22,27,7,9,0,1,1,0,0,0.3773584905660377,0.15000000000000002,0.3076923076923077,0.26666666666666666,0.2692307692307693,0.6026490066225165,0.0,0.10526315789473684,0.30434782608695654,0.30303030303030304,0.30000000000000004,0.655128205128205,0.0,0
928,1,12,0.1111111111111111,6,1,22,14,9,13,1,1,1,0,0,0.20754716981132076,0.0,0.23076923076923078,0.37777777777777777,0.0,0.0,0.0,0.0,0.2608695652173913,0.18181818181818182,0.0,0.0,0.0,0
929,1,1,0.1111111111111111,10,1,13,27,1,1,1,0,1,0,0,0.037735849056603765,0.0,0.23076923076923078,0.22222222222222224,0.0,0.0,0.3333333333333333,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,1
930,1,1,0.5555555555555556,9,1,22,28,8,8,1,0,1,0,0,0.018867924528301883,0.0,0.19230769230769232,0.2,0.038461538461538464,0.5827814569536424,0.0,0.0,0.21739130434782608,0.2727272727272727,0.1,0.673076923076923,0.0,0
931,1,1,0.1111111111111111,16,1,13,28,10,10,0,0,1,0,1,0.037735849056603765,0.0,0.2692307692307693,0.22222222222222224,0.23076923076923078,0.6887417218543046,0.0,0.0,0.30434782608695654,0.21212121212121213,0.35000000000000003,0.7153846153846154,0.0,0
932,2,4,0.1111111111111111,14,3,22,27,8,8,0,0,1,0,0,0.2830188679245283,0.2,0.42307692307692313,0.33333333333333337,0.3076923076923077,0.7205298013245033,0.0,0.10526315789473684,0.34782608695652173,0.30303030303030304,0.4,0.8136752136752136,0.0,0
933,2,12,0.1111111111111111,9,1,22,27,10,10,1,0,1,0,0,0.2641509433962264,0.0,0.19230769230769232,0.17777777777777778,0.11538461538461539,0.5827814569536424,0.0,0.0,0.21739130434782608,0.2727272727272727,0.1,0.6192307692307691,0.0,1
934,1,12,0.1111111111111111,12,1,3,1,3,6,1,0,1,0,0,0.32075471698113206,0.0,0.3076923076923077,0.24444444444444446,0.2692307692307693,0.620170293282876,0.0,0.0,0.34782608695652173,0.33333333333333337,0.35000000000000003,0.6303076923076922,0.0,0
935,1,1,0.3333333333333333,2,1,1,1,4,4,1,0,1,0,0,0.05660377358490565,0.30000000000000004,0.46153846153846156,0.26666666666666666,0.46153846153846156,0.7019867549668874,0.0,0.21052631578947367,0.4782608695652174,0.42424242424242425,0.55,0.7717948717948717,0.0,0
936,1,12,0.1111111111111111,12,12,23,28,10,10,0,0,1,0,0,0.20754716981132076,0.0,0.2692307692307693,0.33333333333333337,0.038461538461538464,0.5695364238410596,0.0,0.0,0.30434782608695654,0.30303030303030304,0.05,0.5384615384615384,0.0,1
937,1,15,0.1111111111111111,17,14,22,27,7,7,0,0,1,0,0,0.2641509433962264,0.1,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6357615894039735,0.0,0.10526315789473684,0.30434782608695654,0.24242424242424243,0.35000000000000003,0.7230769230769231,0.0,0
938,1,1,0.1111111111111111,15,1,13,28,5,11,1,0,1,0,0,0.018867924528301883,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6710816777041942,0.0,0.0,0.2608695652173913,0.24242424242424243,0.2,0.6596153846153846,0.0,0
939,4,12,0.1111111111111111,3,12,22,27,12,8,0,0,0,0,0,0.2641509433962264,0.0,0.23076923076923078,0.17777777777777778,0.19230769230769232,0.6039735099337749,0.0,0.0,0.2608695652173913,0.2727272727272727,0.15000000000000002,0.5923076923076923,0.0,1
940,1,1,0.3333333333333333,15,1,13,14,6,6,1,0,1,0,0,0.037735849056603765,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6887417218543046,0.0,0.0,0.2608695652173913,0.24242424242424243,0.25,0.6676923076923077,0.0,0
941,1,1,0.1111111111111111,10,1,22,14,10,5,1,0,1,0,1,0.037735849056603765,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.7417218543046358,0.0,0.0,0.2608695652173913,0.24242424242424243,0.30000000000000004,0.6615384615384615,0.0,0
942,2,12,0.1111111111111111,10,12,22,27,10,10,1,0,1,0,0,0.2641509433962264,0.0,0.23076923076923078,0.24444444444444446,0.0,0.0,0.0,0.0,0.21739130434782608,0.30303030303030304,0.0,0.0,0.0,0
943,1,4,0.1111111111111111,6,3,1,14,10,11,0,0,1,0,0,0.32075471698113206,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,1
944,1,2,0.1111111111111111,13,1,22,27,10,8,1,0,1,0,1,0.018867924528301883,0.0,0.2692307692307693,0.15555555555555556,0.2692307692307693,0.8098391674550616,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.865576923076923,0.0,0
945,1,8,0.2222222222222222,11,1,22,27,8,8,1,0,1,0,0,0.018867924528301883,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6975717439293598,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.682051282051282,0.0,0
946,1,1,0.1111111111111111,9,1,3,14,4,4,0,1,1,1,0,0.037735849056603765,0.0,0.19230769230769232,0.15555555555555556,0.19230769230769232,0.7205298013245033,0.0,0.0,0.21739130434782608,0.33333333333333337,0.25,0.691025641025641,0.41666666666666663,0
947,1,8,0.2222222222222222,15,1,3,4,1,3,1,0,0,1,1,0.09433962264150941,0.0,0.15384615384615385,0.17777777777777778,0.0,0.0,0.0,0.0,0.17391304347826086,0.24242424242424243,0.0,0.0,0.0,1
948,2,14,0.1111111111111111,14,1,19,24,1,1,0,0,1,1,0,0.2830188679245283,0.30000000000000004,0.38461538461538464,0.26666666666666666,0.38461538461538464,0.6039735099337749,0.0,0.21052631578947367,0.3913043478260869,0.2727272727272727,0.2,0.6192307692307691,0.0,0
949,1,12,0.1111111111111111,9,1,22,3,10,3,0,0,1,1,0,0.8301886792452831,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,1
950,1,12,0.1111111111111111,17,1,22,27,10,10,1,0,1,1,0,0.24528301886792453,0.0,0.19230769230769232,0.15555555555555556,0.19230769230769232,0.5827814569536424,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.6246153846153846,0.0,0
951,2,12,0.1111111111111111,17,1,22,27,10,10,0,1,0,1,0,0.5283018867924527,0.0,0.19230769230769232,0.2,0.0,0.0,0.0,0.0,0.21739130434782608,0.33333333333333337,0.0,0.0,0.0,1
952,1,15,0.1111111111111111,4,14,1,14,5,9,0,0,1,1,0,0.05660377358490565,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.7190160832544938,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.682051282051282,0.0,0
953,1,9,0.5555555555555556,12,1,13,1,2,11,0,0,1,0,0,0.037735849056603765,0.0,0.2692307692307693,0.0,0.0,0.0,0.0,0.0,0.34782608695652173,0.0,0.0,0.0,0.0,1
954,1,13,0.1111111111111111,7,1,3,1,3,10,1,0,1,1,0,0.169811320754717,0.2,0.38461538461538464,0.3111111111111111,0.15384615384615385,0.5960264900662252,0.0,0.21052631578947367,0.4782608695652174,0.33333333333333337,0.2,0.6461538461538461,0.0,1
955,1,8,0.4444444444444444,14,1,1,1,5,12,1,0,1,1,0,0.037735849056603765,0.0,0.19230769230769232,0.13333333333333333,0.11538461538461539,0.7064017660044151,0.0,0.0,0.21739130434782608,0.15151515151515152,0.05,0.5923076923076923,0.0,1
956,1,8,0.1111111111111111,15,1,13,27,10,10,0,0,1,1,1,0.037735849056603765,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6357615894039735,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6282051282051281,0.0,0
957,1,1,0.3333333333333333,15,1,23,1,10,5,1,0,1,1,0,0.037735849056603765,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6622516556291391,0.0,0.0,0.2608695652173913,0.21212121212121213,0.25,0.7,0.0,0
958,1,1,0.1111111111111111,9,1,1,14,6,6,1,0,1,1,1,0.037735849056603765,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.6993377483443708,0.0,0.0,0.21739130434782608,0.18181818181818182,0.25,0.682051282051282,0.0,0
959,1,1,0.3333333333333333,14,1,5,4,1,1,1,0,0,1,0,0.037735849056603765,0.0,0.19230769230769232,0.11111111111111112,0.0,0.0,0.0,0.0,0.17391304347826086,0.12121212121212122,0.0,0.0,0.0,1
960,1,12,0.1111111111111111,14,1,19,24,1,1,1,0,0,1,0,0.20754716981132076,0.0,0.19230769230769232,0.15555555555555556,0.11538461538461539,0.6181015452538631,0.0,0.0,0.21739130434782608,0.24242424242424243,0.1,0.6192307692307691,0.08333333333333333,1
961,1,14,0.1111111111111111,9,1,22,27,10,10,0,0,1,1,0,0.13207547169811323,0.5,0.576923076923077,0.35555555555555557,0.576923076923077,0.7134657836644592,0.08333333333333333,0.5263157894736842,0.6086956521739131,0.42424242424242425,0.7000000000000001,0.7346153846153846,0.0,0
962,1,1,0.1111111111111111,8,1,3,1,3,5,0,0,1,1,0,0.018867924528301883,0.0,0.19230769230769232,0.15555555555555556,0.11538461538461539,0.7240618101545253,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.7107692307692307,0.0,0
963,1,1,0.2222222222222222,7,1,23,28,6,6,0,0,1,1,0,0.018867924528301883,0.0,0.19230769230769232,0.2,0.07692307692307693,0.6181015452538631,0.0,0.0,0.21739130434782608,0.2727272727272727,0.1,0.673076923076923,0.16666666666666666,0
964,1,1,0.1111111111111111,15,1,1,3,4,8,1,0,1,1,1,0.018867924528301883,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6181015452538631,0.0,0.0,0.2608695652173913,0.36363636363636365,0.25,0.5492307692307692,0.0,0
965,1,15,0.1111111111111111,4,14,4,1,3,9,0,0,1,1,0,0.07547169811320753,0.0,0.23076923076923078,0.2,0.19230769230769232,0.7099337748344371,0.0,0.0,0.2608695652173913,0.2727272727272727,0.25,0.6676923076923077,0.0,0
966,2,12,0.1111111111111111,17,1,13,27,10,6,0,0,0,1,0,0.20754716981132076,0.0,0.19230769230769232,0.11111111111111112,0.0,0.0,0.0,0.0,0.21739130434782608,0.18181818181818182,0.0,0.0,0.0,1
967,1,12,0.1111111111111111,4,9,22,14,10,11,0,0,1,1,0,0.7735849056603774,0.0,0.23076923076923078,0.2,0.0,0.0,0.0,0.0,0.2608695652173913,0.18181818181818182,0.0,0.0,0.0,1
968,2,12,0.1111111111111111,17,1,19,24,1,1,1,0,0,1,0,0.6037735849056605,0.0,0.19230769230769232,0.11111111111111112,0.0,0.0,0.0,0.0,0.21739130434782608,0.15151515151515152,0.0,0.0,0.0,1
969,1,12,0.1111111111111111,7,1,1,28,4,6,0,0,1,1,0,0.13207547169811323,0.0,0.19230769230769232,0.13333333333333333,0.11538461538461539,0.565121412803532,0.0,0.0,0.21739130434782608,0.2727272727272727,0.1,0.5653846153846154,0.0,0
970,1,14,0.1111111111111111,14,1,19,24,1,1,0,0,1,1,0,0.15094339622641512,0.0,0.19230769230769232,0.11111111111111112,0.15384615384615385,0.7284768211920529,0.0,0.0,0.21739130434782608,0.15151515151515152,0.2,0.7942307692307692,0.0,0
971,4,13,0.1111111111111111,9,1,22,28,8,4,1,0,1,1,0,0.3018867924528302,0.0,0.19230769230769232,0.11111111111111112,0.038461538461538464,0.5298013245033113,0.0,0.0,0.21739130434782608,0.15151515151515152,0.0,0.0,0.0,1
972,2,12,0.2222222222222222,7,12,22,27,8,8,0,0,0,1,0,0.3018867924528302,0.0,0.19230769230769232,0.24444444444444446,0.0,0.0,0.0,0.0,0.21739130434782608,0.15151515151515152,0.0,0.0,0.0,1
973,2,14,0.1111111111111111,16,1,22,27,8,8,0,0,1,1,0,0.43396226415094336,0.0,0.07692307692307693,0.08888888888888889,0.038461538461538464,0.847682119205298,0.0,0.0,0.17391304347826086,0.15151515151515152,0.2,0.8346153846153845,0.0,0
974,2,12,0.1111111111111111,17,1,22,14,10,4,0,0,1,1,0,0.5849056603773586,0.0,0.19230769230769232,0.2,0.19230769230769232,0.6508987701040682,0.0,0.0,0.21739130434782608,0.24242424242424243,0.25,0.5990384615384615,0.0,0
975,1,8,0.3333333333333333,7,1,1,14,10,4,1,1,0,1,0,0.018867924528301883,0.0,0.19230769230769232,0.22222222222222224,0.11538461538461539,0.6357615894039735,0.0,0.0,0.21739130434782608,0.24242424242424243,0.15000000000000002,0.5564102564102564,0.0,0
976,1,12,0.1111111111111111,12,12,23,28,10,9,1,0,1,1,0,0.13207547169811323,0.0,0.2692307692307693,0.15555555555555556,0.23076923076923078,0.6710816777041942,0.08333333333333333,0.0,0.30434782608695654,0.21212121212121213,0.30000000000000004,0.682051282051282,0.08333333333333333,0
977,2,1,0.1111111111111111,6,1,13,14,9,13,0,0,1,1,1,0.1132075471698113,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.6251655629139073,0.0,0.0,0.21739130434782608,0.21212121212121213,0.2,0.7134615384615384,0.08333333333333333,0
978,1,12,0.1111111111111111,17,12,13,27,8,6,1,1,0,1,0,0.4150943396226415,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.5615894039735099,0.0,0.0,0.21739130434782608,0.21212121212121213,0.25,0.7897435897435896,0.0,1
979,1,9,0.1111111111111111,4,1,1,28,10,7,0,0,1,1,0,0.07547169811320753,0.25,0.42307692307692313,0.35555555555555557,0.34615384615384615,0.6304635761589404,0.0,0.15789473684210525,0.3913043478260869,0.42424242424242425,0.4,0.6596153846153846,0.0,0
980,1,13,0.1111111111111111,7,6,5,4,7,7,1,0,1,1,0,0.32075471698113206,0.2,0.23076923076923078,0.17777777777777778,0.15384615384615385,0.5960264900662252,0.0,0.05263157894736842,0.21739130434782608,0.24242424242424243,0.1,0.5653846153846154,0.0,1
981,2,12,0.1111111111111111,17,1,13,14,5,5,0,0,1,1,1,0.45283018867924524,0.0,0.19230769230769232,0.2,0.15384615384615385,0.5827814569536424,0.0,0.0,0.21739130434782608,0.18181818181818182,0.25,0.6138461538461538,0.0,0
982,1,1,0.1111111111111111,15,1,1,28,5,6,0,0,1,1,0,0.018867924528301883,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6357615894039735,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.673076923076923,0.0,0
983,2,12,0.1111111111111111,17,1,23,28,10,4,0,0,1,1,0,0.32075471698113206,0.0,0.19230769230769232,0.22222222222222224,0.15384615384615385,0.6225165562913907,0.0,0.0,0.21739130434782608,0.30303030303030304,0.2,0.5833333333333334,0.0,0
984,1,1,0.1111111111111111,9,1,1,1,3,11,0,0,1,1,0,0.037735849056603765,0.0,0.19230769230769232,0.17777777777777778,0.07692307692307693,0.5298013245033113,0.0,0.0,0.21739130434782608,0.24242424242424243,0.05,0.8615384615384615,0.0,1
985,1,1,0.1111111111111111,12,1,13,14,4,4,0,0,1,1,0,0.037735849056603765,0.0,0.3076923076923077,0.17777777777777778,0.2692307692307693,0.7265846736045412,0.0,0.0,0.34782608695652173,0.24242424242424243,0.35000000000000003,0.7384615384615384,0.0,0
986,1,4,0.1111111111111111,4,4,1,1,5,7,0,0,1,1,0,0.20754716981132076,0.0,0.23076923076923078,0.3111111111111111,0.23076923076923078,0.7880794701986755,0.0,0.0,0.2608695652173913,0.36363636363636365,0.30000000000000004,0.8507692307692307,0.0,0
987,1,8,0.1111111111111111,5,1,1,1,6,1,1,0,1,1,0,0.018867924528301883,0.0,0.23076923076923078,0.15555555555555556,0.19230769230769232,0.5721854304635762,0.08333333333333333,0.0,0.2608695652173913,0.18181818181818182,0.0,0.0,0.0,1
988,1,1,0.1111111111111111,10,1,2,2,4,5,1,0,1,1,0,0.037735849056603765,0.0,0.23076923076923078,0.24444444444444446,0.11538461538461539,0.6357615894039735,0.0,0.0,0.2608695652173913,0.36363636363636365,0.1,0.5384615384615384,0.0,1
989,1,8,0.2222222222222222,6,1,13,28,10,2,1,1,0,1,0,0.037735849056603765,0.0,0.23076923076923078,0.22222222222222224,0.19230769230769232,0.6622516556291391,0.0,0.0,0.2608695652173913,0.5757575757575758,0.1,0.7269230769230769,0.0,1
990,1,8,0.1111111111111111,12,1,1,3,10,3,1,0,1,0,0,0.018867924528301883,0.0,0.2692307692307693,0.15555555555555556,0.2692307692307693,0.780321665089877,0.0,0.0,0.34782608695652173,0.33333333333333337,0.4,0.8791608391608391,0.0,0
991,1,1,0.1111111111111111,8,1,3,3,3,3,1,0,1,0,0,0.018867924528301883,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6357615894039735,0.0,0.0,0.2608695652173913,0.24242424242424243,0.25,0.796923076923077,0.0,0
992,1,1,0.1111111111111111,15,1,1,3,4,4,1,0,1,0,0,0.018867924528301883,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6054872280037843,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.5923076923076923,0.0,1
993,1,15,0.2222222222222222,10,14,3,14,5,10,1,0,1,0,0,0.037735849056603765,0.15000000000000002,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7505518763796909,0.0,0.10526315789473684,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7269230769230769,0.0,0
994,2,4,0.1111111111111111,10,3,22,27,9,13,0,0,1,0,0,0.2641509433962264,0.05,0.23076923076923078,0.26666666666666666,0.19230769230769232,0.6622516556291391,0.0,0.0,0.2608695652173913,0.30303030303030304,0.25,0.7861538461538461,0.0,0
995,1,12,0.1111111111111111,3,1,22,27,10,9,0,0,1,0,1,0.3018867924528302,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7505518763796909,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7717948717948717,0.0,0
996,1,1,0.3333333333333333,12,1,3,1,9,13,1,0,1,0,1,0.05660377358490565,0.0,0.2692307692307693,0.22222222222222224,0.19230769230769232,0.7660927152317881,0.0,0.0,0.30434782608695654,0.24242424242424243,0.30000000000000004,0.7296153846153846,0.0,0
997,1,15,0.1111111111111111,6,14,13,1,7,5,1,0,1,0,0,0.09433962264150941,0.0,0.23076923076923078,0.26666666666666666,0.19230769230769232,0.6781456953642384,0.0,0.0,0.2608695652173913,0.5757575757575758,0.1,0.6192307692307691,0.0,0
998,1,8,0.1111111111111111,11,1,1,14,4,4,1,0,1,0,0,0.037735849056603765,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6710816777041942,0.0,0.0,0.2608695652173913,0.24242424242424243,0.25,0.7215384615384615,0.0,0
999,1,1,0.3333333333333333,5,1,19,24,1,1,1,0,1,0,0,0.018867924528301883,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6622516556291391,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7,0.0,1
1000,1,8,0.3333333333333333,5,1,23,1,6,6,0,0,1,0,0,0.018867924528301883,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,1
1001,1,1,0.5555555555555556,14,1,13,28,10,10,1,0,0,0,0,0.018867924528301883,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,1
1002,1,1,0.1111111111111111,2,1,3,4,3,6,1,0,1,0,0,0.018867924528301883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1003,1,8,0.2222222222222222,9,1,13,14,8,8,1,0,1,0,1,0.037735849056603765,0.0,0.19230769230769232,0.17777777777777778,0.19230769230769232,0.5933774834437086,0.0,0.0,0.21739130434782608,0.15151515151515152,0.15000000000000002,0.5923076923076923,0.0,0
1004,1,8,0.2222222222222222,10,1,1,3,4,5,1,0,1,0,0,0.018867924528301883,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.8741721854304636,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.9384615384615383,0.0,1
1005,1,8,0.1111111111111111,6,1,3,14,6,6,1,0,1,0,0,0.018867924528301883,0.0,0.19230769230769232,0.2,0.11538461538461539,0.7240618101545253,0.08333333333333333,0.0,0.21739130434782608,0.15151515151515152,0.25,0.6461538461538461,0.0,0
1006,1,8,0.6666666666666666,12,1,22,27,10,7,1,0,1,0,1,0.018867924528301883,0.0,0.3076923076923077,0.17777777777777778,0.2692307692307693,0.8068117313150426,0.0,0.0,0.34782608695652173,0.24242424242424243,0.35000000000000003,0.82,0.0,0
1007,1,2,0.1111111111111111,10,16,22,27,10,11,1,0,1,0,0,0.07547169811320753,0.25,0.34615384615384615,0.22222222222222224,0.34615384615384615,0.6769683590875645,0.0,0.21052631578947367,0.3913043478260869,0.2727272727272727,0.45,0.7119658119658118,0.0,0
1008,1,1,0.1111111111111111,12,1,13,27,6,6,0,0,1,0,1,0.018867924528301883,0.0,0.3076923076923077,0.17777777777777778,0.2692307692307693,0.7644276253547777,0.0,0.0,0.34782608695652173,0.24242424242424243,0.35000000000000003,0.7769230769230768,0.0,0
1009,1,8,0.3333333333333333,14,1,1,28,4,4,1,0,1,0,0,0.018867924528301883,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.7350993377483444,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.7384615384615384,0.0,0
1010,1,1,0.2222222222222222,12,1,13,14,10,11,1,0,1,0,0,0.018867924528301883,0.0,0.2692307692307693,0.22222222222222224,0.2692307692307693,0.695523178807947,0.0,0.0,0.34782608695652173,0.3939393939393939,0.30000000000000004,0.7104102564102562,0.0,0
1011,1,8,0.1111111111111111,12,1,13,1,5,4,1,0,1,0,0,0.05660377358490565,0.0,0.2692307692307693,0.2,0.23076923076923078,0.6148344370860928,0.0,0.0,0.34782608695652173,0.30303030303030304,0.35000000000000003,0.6683653846153845,0.0,0
1012,1,8,0.1111111111111111,9,1,1,28,5,6,0,0,1,0,1,0.018867924528301883,0.0,0.19230769230769232,0.11111111111111112,0.19230769230769232,0.7735099337748345,0.0,0.0,0.21739130434782608,0.24242424242424243,0.25,0.6461538461538461,0.0,0
1013,1,1,0.2222222222222222,15,1,13,1,5,6,1,0,1,0,0,0.018867924528301883,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,1
1014,1,9,0.2222222222222222,9,1,22,28,9,13,1,0,1,0,1,0.05660377358490565,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.6251655629139073,0.0,0.0,0.21739130434782608,0.18181818181818182,0.25,0.6246153846153846,0.0,0
1015,1,8,0.1111111111111111,11,1,13,14,10,9,1,0,1,0,0,0.05660377358490565,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6534216335540839,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.6641025641025641,0.0,0
1016,1,8,0.1111111111111111,9,1,22,1,10,10,1,1,1,0,1,0.037735849056603765,0.0,0.19230769230769232,0.11111111111111112,0.15384615384615385,0.5827814569536424,0.0,0.0,0.21739130434782608,0.15151515151515152,0.0,0.0,0.0,1
1017,1,16,0.1111111111111111,5,1,3,1,4,6,0,0,1,0,1,0.037735849056603765,0.25,0.42307692307692313,0.24444444444444446,0.42307692307692313,0.6983744732089103,0.0,0.2631578947368421,0.4782608695652174,0.33333333333333337,0.55,0.695104895104895,0.0,0
1018,1,8,0.4444444444444444,14,1,13,27,10,13,1,1,0,0,1,0.018867924528301883,0.0,0.23076923076923078,0.13333333333333333,0.038461538461538464,0.5827814569536424,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,1
1019,1,8,0.3333333333333333,15,1,1,1,5,10,1,1,1,0,1,0.037735849056603765,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6269315673289183,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6615384615384615,0.0,0
1020,1,1,0.2222222222222222,12,1,1,28,5,8,1,0,1,0,1,0.05660377358490565,0.0,0.3076923076923077,0.17777777777777778,0.3076923076923077,0.6877483443708609,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.6989903846153845,0.0,0
1021,1,15,0.1111111111111111,9,14,13,1,5,10,1,0,1,0,0,0.07547169811320753,0.2,0.2692307692307693,0.22222222222222224,0.23076923076923078,0.6004415011037528,0.0,0.05263157894736842,0.21739130434782608,0.18181818181818182,0.25,0.603076923076923,0.0,0
